class1,class2,Answer.time_in_minutes,slide_number,response,predicate2,noun,predicate1,gender,nounclass,workerid
color,shape,2.4888333333333335,8,0.67,redondo,televisi&oacute;n ,verde,feminine,furniture,94
size,color,2.4888333333333335,9,0,marr&oacute;n,escritorio,grande,masculine,furniture,94
size,nationality,2.4888333333333335,10,0.53,americano,sof&aacute; ,corto,masculine,furniture,94
quality,shape,2.4888333333333335,11,0.51,redondo,tomate,malo,masculine,food,94
age,size,2.4888333333333335,12,0.52,enorme,pl&aacute;tano,viejo,masculine,food,94
size,nationality,2.4888333333333335,13,0.54,mexicano,pl&aacute;tano,peque&ntilde;o,masculine,food,94
nationality,color,2.4888333333333335,14,0.5,amarillo,televisi&oacute;n ,mexicano,feminine,furniture,94
color,nationality,2.4888333333333335,15,1,mexicano,sof&aacute; ,morado,masculine,furniture,94
color,age,2.4888333333333335,16,0.43,podrido,sof&aacute; ,verde,masculine,furniture,94
shape,quality,2.4888333333333335,17,0.43,bueno,pl&aacute;tano,redondo,masculine,food,94
color,size,2.4888333333333335,18,0,corto,sof&aacute; ,morado,masculine,furniture,94
nationality,color,2.4888333333333335,19,0,verde,ventilador,mexicano,masculine,furniture,94
shape,color,2.4888333333333335,20,0.45,amarillo,pl&aacute;tano,cuadrado,masculine,food,94
age,color,2.4888333333333335,21,0.48,verde,televisi&oacute;n ,viejo,feminine,furniture,94
age,nationality,2.4888333333333335,22,0.46,espa&ntilde;ol,manzana,podrido,feminine,food,94
size,shape,2.4888333333333335,23,0.44,redondo,manzana,corto,feminine,food,94
color,quality,2.4888333333333335,24,0.51,bueno,televisi&oacute;n ,verde,feminine,furniture,94
shape,size,2.4888333333333335,25,0.48,corto,silla,redondo,feminine,furniture,94
size,texture,2.4888333333333335,26,0.48,liso,zanahoria,corto,feminine,food,94
texture,size,2.4888333333333335,27,0.51,grande,silla,suave,feminine,furniture,94
texture,shape,2.4888333333333335,28,1,redondo,manzana,suave,feminine,food,94
shape,texture,3.22855,3,0.49,suave,silla,redondo,feminine,furniture,95
age,texture,3.22855,4,0.55,suave,zanahoria,nuevo,feminine,food,95
size,texture,3.22855,5,0.74,duro,ventilador,largo,masculine,furniture,95
quality,color,3.22855,6,0.95,amarillo,televisi&oacute;n ,malo,feminine,furniture,95
nationality,age,3.22855,7,0.07,podrido,ventilador,espa&ntilde;ol,masculine,furniture,95
size,shape,3.22855,8,0.04,redondo,silla,grande,feminine,furniture,95
texture,color,3.22855,9,0.06,marr&oacute;n,silla,liso,feminine,furniture,95
age,shape,3.22855,10,0.88,redondo,zanahoria,viejo,feminine,food,95
nationality,size,3.22855,11,0.6,largo,escritorio,mexicano,masculine,furniture,95
color,quality,3.22855,12,0.8,malo,sof&aacute; ,rojo,masculine,furniture,95
nationality,quality,3.22855,13,0.86,malo,manzana,espa&ntilde;ol,feminine,food,95
shape,nationality,3.22855,14,0.68,espa&ntilde;ol,tomate,cuadrado,masculine,food,95
shape,color,3.22855,15,0.91,rojo,pl&aacute;tano,cuadrado,masculine,food,95
size,texture,3.22855,16,0.88,liso,pl&aacute;tano,largo,masculine,food,95
texture,quality,3.22855,17,0.92,malo,queso,suave,masculine,food,95
age,color,3.22855,18,0.86,amarillo,pl&aacute;tano,viejo,masculine,food,95
texture,shape,3.22855,19,0.87,cuadrado,zanahoria,duro,feminine,food,95
quality,texture,3.22855,20,0.83,duro,sof&aacute; ,malo,masculine,furniture,95
color,size,3.22855,21,0.82,corto,sof&aacute; ,rojo,masculine,furniture,95
quality,size,3.22855,22,0.79,grande,televisi&oacute;n ,bueno,feminine,furniture,95
color,age,3.22855,23,0.04,nuevo,pl&aacute;tano,morado,masculine,food,95
nationality,size,3.22855,24,0.07,corto,manzana,mexicano,feminine,food,95
age,size,3.22855,25,0.12,peque&ntilde;o,zanahoria,viejo,feminine,food,95
nationality,color,3.22855,26,0.2,amarillo,pl&aacute;tano,espa&ntilde;ol,masculine,food,95
color,nationality,3.22855,27,0.1,americano,manzana,morado,feminine,food,95
color,age,3.22855,28,0.88,fresco,zanahoria,verde,feminine,food,95
texture,quality,5.31515,3,0.96,bueno,zanahoria,suave,feminine,food,96
texture,size,5.31515,4,1,min&uacute;sculo,sof&aacute; ,suave,masculine,furniture,96
color,quality,5.31515,5,1,malo,sof&aacute; ,morado,masculine,furniture,96
size,nationality,5.31515,6,0.01,americano,queso,grande,masculine,food,96
texture,size,5.31515,7,1,enorme,tomate,duro,masculine,food,96
shape,size,5.31515,8,0.98,min&uacute;sculo,sof&aacute; ,redondo,masculine,furniture,96
texture,shape,5.31515,9,0.01,redondo,queso,suave,masculine,food,96
texture,size,5.31515,10,0,peque&ntilde;o,zanahoria,liso,feminine,food,96
size,age,5.31515,11,0.03,podrido,tomate,enorme,masculine,food,96
size,nationality,5.31515,12,0,espa&ntilde;ol,televisi&oacute;n ,largo,feminine,furniture,96
size,color,5.31515,13,0.01,rojo,tomate,corto,masculine,food,96
nationality,color,5.31515,14,1,azul,silla,mexicano,feminine,furniture,96
shape,size,5.31515,15,0.01,grande,pl&aacute;tano,redondo,masculine,food,96
shape,color,5.31515,16,1,amarillo,televisi&oacute;n ,redondo,feminine,furniture,96
size,nationality,5.31515,17,0.03,espa&ntilde;ol,escritorio,enorme,masculine,furniture,96
color,size,5.31515,18,1,peque&ntilde;o,tomate,marr&oacute;n,masculine,food,96
age,size,5.31515,19,1,largo,escritorio,viejo,masculine,furniture,96
nationality,age,5.31515,20,1,viejo,tomate,americano,masculine,food,96
shape,size,5.31515,21,1,corto,televisi&oacute;n ,redondo,feminine,furniture,96
shape,size,5.31515,22,1,grande,tomate,redondo,masculine,food,96
color,nationality,5.31515,23,1,americano,zanahoria,rojo,feminine,food,96
color,size,5.31515,24,1,enorme,pl&aacute;tano,rojo,masculine,food,96
age,quality,5.31515,25,1,bueno,pl&aacute;tano,podrido,masculine,food,96
shape,size,5.31515,26,1,enorme,queso,cuadrado,masculine,food,96
size,quality,5.31515,27,1,bueno,manzana,min&uacute;sculo,feminine,food,96
age,quality,5.31515,28,1,malo,tomate,podrido,masculine,food,96
size,nationality,6.906366666666667,3,0.78,mexicano,silla,peque&ntilde;o,feminine,furniture,97
color,nationality,6.906366666666667,4,0.84,mexicano,zanahoria,rojo,feminine,food,97
age,size,6.906366666666667,5,0.07,peque&ntilde;o,queso,podrido,masculine,food,97
age,color,6.906366666666667,6,1,amarillo,manzana,viejo,feminine,food,97
age,color,6.906366666666667,7,0,rojo,tomate,podrido,masculine,food,97
age,color,6.906366666666667,8,0,rojo,queso,podrido,masculine,food,97
color,size,6.906366666666667,9,1,grande,tomate,morado,masculine,food,97
color,shape,6.906366666666667,10,1,cuadrado,silla,rojo,feminine,furniture,97
texture,nationality,6.906366666666667,11,1,mexicano,ventilador,duro,masculine,furniture,97
age,color,6.906366666666667,12,0,marr&oacute;n,manzana,viejo,feminine,food,97
size,color,6.906366666666667,13,1,morado,ventilador,peque&ntilde;o,masculine,furniture,97
size,shape,6.906366666666667,14,1,cuadrado,manzana,corto,feminine,food,97
size,quality,6.906366666666667,15,1,malo,manzana,corto,feminine,food,97
nationality,color,6.906366666666667,16,0,rojo,queso,americano,masculine,food,97
age,color,6.906366666666667,17,0,morado,pl&aacute;tano,viejo,masculine,food,97
size,shape,6.906366666666667,18,0,redondo,silla,enorme,feminine,furniture,97
age,size,6.906366666666667,19,0,min&uacute;sculo,televisi&oacute;n ,nuevo,feminine,furniture,97
texture,quality,6.906366666666667,20,1,malo,escritorio,suave,masculine,furniture,97
color,nationality,6.906366666666667,21,0,espa&ntilde;ol,ventilador,azul,masculine,furniture,97
shape,age,6.906366666666667,22,0,nuevo,manzana,redondo,feminine,food,97
age,color,6.906366666666667,23,0,azul,ventilador,nuevo,masculine,furniture,97
quality,texture,6.906366666666667,24,0,suave,pl&aacute;tano,bueno,masculine,food,97
age,size,6.906366666666667,25,1,enorme,tomate,podrido,masculine,food,97
size,nationality,6.906366666666667,26,1,americano,queso,largo,masculine,food,97
quality,texture,6.906366666666667,27,1,suave,sof&aacute; ,malo,masculine,furniture,97
color,shape,6.906366666666667,28,1,redondo,escritorio,verde,masculine,furniture,97
size,shape,6.768566666666667,3,0.15,redondo,televisi&oacute;n ,corto,feminine,furniture,98
size,nationality,6.768566666666667,4,0.22,mexicano,tomate,peque&ntilde;o,masculine,food,98
age,color,6.768566666666667,5,0.75,rojo,tomate,nuevo,masculine,food,98
color,size,6.768566666666667,6,0.19,grande,queso,rojo,masculine,food,98
color,nationality,6.768566666666667,7,0.22,espa&ntilde;ol,ventilador,azul,masculine,furniture,98
size,color,6.768566666666667,8,0.12,marr&oacute;n,queso,peque&ntilde;o,masculine,food,98
color,size,6.768566666666667,9,0.18,enorme,sof&aacute; ,morado,masculine,furniture,98
texture,age,6.768566666666667,10,0.81,podrido,manzana,liso,feminine,food,98
quality,shape,6.768566666666667,11,0.71,redondo,silla,bueno,feminine,furniture,98
age,color,6.768566666666667,12,0.47,amarillo,manzana,fresco,feminine,food,98
nationality,age,6.768566666666667,13,0.53,podrido,zanahoria,mexicano,feminine,food,98
shape,size,6.768566666666667,14,0.72,enorme,silla,redondo,feminine,furniture,98
nationality,texture,6.768566666666667,15,0.07,duro,manzana,americano,feminine,food,98
color,size,6.768566666666667,16,0.12,grande,manzana,verde,feminine,food,98
nationality,shape,6.768566666666667,17,0.18,redondo,escritorio,americano,masculine,furniture,98
nationality,quality,6.768566666666667,18,0.79,bueno,pl&aacute;tano,americano,masculine,food,98
color,quality,6.768566666666667,19,0.14,bueno,silla,marr&oacute;n,feminine,furniture,98
age,shape,6.768566666666667,20,0.85,cuadrado,silla,viejo,feminine,furniture,98
texture,size,6.768566666666667,21,0.16,grande,sof&aacute; ,suave,masculine,furniture,98
nationality,quality,6.768566666666667,22,0.16,malo,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,98
color,age,6.768566666666667,23,0.69,viejo,pl&aacute;tano,rojo,masculine,food,98
texture,age,6.768566666666667,24,0.23,podrido,silla,suave,feminine,furniture,98
nationality,texture,6.768566666666667,25,0.8,suave,sof&aacute; ,espa&ntilde;ol,masculine,furniture,98
color,age,6.768566666666667,26,0.5,podrido,televisi&oacute;n ,marr&oacute;n,feminine,furniture,98
quality,shape,6.768566666666667,27,0.66,cuadrado,manzana,malo,feminine,food,98
nationality,color,6.768566666666667,28,0.61,azul,escritorio,mexicano,masculine,furniture,98
size,color,5.989716666666666,3,0.05,marr&oacute;n,zanahoria,grande,feminine,food,99
texture,size,5.989716666666666,4,0.98,peque&ntilde;o,manzana,liso,feminine,food,99
quality,size,5.989716666666666,5,0.98,grande,tomate,malo,masculine,food,99
shape,age,5.989716666666666,6,1,nuevo,sof&aacute; ,redondo,masculine,furniture,99
color,size,5.989716666666666,7,0.98,enorme,manzana,amarillo,feminine,food,99
age,shape,5.989716666666666,8,0.05,redondo,zanahoria,podrido,feminine,food,99
size,shape,5.989716666666666,9,0.99,redondo,televisi&oacute;n ,min&uacute;sculo,feminine,furniture,99
age,texture,5.989716666666666,10,0.99,liso,pl&aacute;tano,fresco,masculine,food,99
color,nationality,5.989716666666666,11,0.96,mexicano,televisi&oacute;n ,marr&oacute;n,feminine,furniture,99
color,age,5.989716666666666,12,0.98,viejo,sof&aacute; ,azul,masculine,furniture,99
size,quality,5.989716666666666,13,0.11,bueno,zanahoria,min&uacute;sculo,feminine,food,99
quality,age,5.989716666666666,14,1,viejo,zanahoria,bueno,feminine,food,99
nationality,size,5.989716666666666,15,0.99,min&uacute;sculo,ventilador,espa&ntilde;ol,masculine,furniture,99
age,color,5.989716666666666,16,0.98,amarillo,zanahoria,nuevo,feminine,food,99
color,age,5.989716666666666,17,0.97,podrido,queso,verde,masculine,food,99
shape,color,5.989716666666666,18,0.06,morado,zanahoria,cuadrado,feminine,food,99
nationality,size,5.989716666666666,19,0.94,corto,pl&aacute;tano,mexicano,masculine,food,99
color,nationality,5.989716666666666,20,0.97,mexicano,sof&aacute; ,azul,masculine,furniture,99
size,age,5.989716666666666,21,0.01,viejo,escritorio,largo,masculine,furniture,99
nationality,size,5.989716666666666,22,0.98,enorme,escritorio,americano,masculine,furniture,99
color,nationality,5.989716666666666,23,0.98,americano,tomate,morado,masculine,food,99
nationality,size,5.989716666666666,24,0.98,largo,manzana,mexicano,feminine,food,99
age,color,5.989716666666666,25,0.99,morado,manzana,nuevo,feminine,food,99
color,age,5.989716666666666,26,0.07,nuevo,zanahoria,morado,feminine,food,99
quality,size,5.989716666666666,27,0.01,largo,televisi&oacute;n ,bueno,feminine,furniture,99
color,age,5.989716666666666,28,0.08,nuevo,televisi&oacute;n ,amarillo,feminine,furniture,99
color,age,4.883283333333333,3,0.63,nuevo,tomate,rojo,masculine,food,100
quality,shape,4.883283333333333,4,0.45,cuadrado,ventilador,bueno,masculine,furniture,100
size,quality,4.883283333333333,5,0.73,bueno,silla,largo,feminine,furniture,100
texture,age,4.883283333333333,6,0.37,podrido,pl&aacute;tano,liso,masculine,food,100
nationality,size,4.883283333333333,7,0.47,min&uacute;sculo,tomate,espa&ntilde;ol,masculine,food,100
size,nationality,4.883283333333333,8,0.59,americano,queso,largo,masculine,food,100
size,color,4.883283333333333,9,0.6,marr&oacute;n,televisi&oacute;n ,corto,feminine,furniture,100
color,quality,4.883283333333333,10,0.68,malo,pl&aacute;tano,morado,masculine,food,100
size,age,4.883283333333333,11,0.47,podrido,zanahoria,largo,feminine,food,100
size,color,4.883283333333333,12,0.63,rojo,televisi&oacute;n ,min&uacute;sculo,feminine,furniture,100
texture,size,4.883283333333333,13,0.8,grande,tomate,liso,masculine,food,100
nationality,quality,4.883283333333333,14,0.21,malo,manzana,mexicano,feminine,food,100
size,quality,4.883283333333333,15,0.46,malo,tomate,enorme,masculine,food,100
size,color,4.883283333333333,16,0.45,verde,televisi&oacute;n ,enorme,feminine,furniture,100
size,texture,4.883283333333333,17,0.69,liso,tomate,peque&ntilde;o,masculine,food,100
size,shape,4.883283333333333,18,0.42,redondo,sof&aacute; ,grande,masculine,furniture,100
age,color,4.883283333333333,19,0.59,verde,pl&aacute;tano,fresco,masculine,food,100
age,size,4.883283333333333,20,0.57,largo,silla,fresco,feminine,furniture,100
age,color,4.883283333333333,21,0.52,rojo,zanahoria,fresco,feminine,food,100
nationality,size,4.883283333333333,22,0.6,largo,escritorio,mexicano,masculine,furniture,100
size,color,4.883283333333333,23,0.58,verde,silla,peque&ntilde;o,feminine,furniture,100
color,age,4.883283333333333,24,0.43,podrido,zanahoria,marr&oacute;n,feminine,food,100
size,shape,4.883283333333333,25,0.38,cuadrado,manzana,corto,feminine,food,100
quality,shape,4.883283333333333,26,0.65,cuadrado,zanahoria,bueno,feminine,food,100
size,color,4.883283333333333,27,0.5,verde,silla,min&uacute;sculo,feminine,furniture,100
age,size,4.883283333333333,28,0.47,min&uacute;sculo,silla,podrido,feminine,furniture,100
quality,nationality,3.0599833333333333,3,0.6,espa&ntilde;ol,tomate,bueno,masculine,food,101
color,nationality,3.0599833333333333,4,0.33,mexicano,zanahoria,rojo,feminine,food,101
shape,size,3.0599833333333333,5,0.53,peque&ntilde;o,ventilador,cuadrado,masculine,furniture,101
quality,texture,3.0599833333333333,6,0.67,suave,tomate,malo,masculine,food,101
nationality,size,3.0599833333333333,7,0.51,corto,queso,espa&ntilde;ol,masculine,food,101
color,texture,3.0599833333333333,8,0.67,suave,manzana,rojo,feminine,food,101
color,texture,3.0599833333333333,9,0.36,duro,queso,morado,masculine,food,101
color,age,3.0599833333333333,10,0.62,nuevo,sof&aacute; ,verde,masculine,furniture,101
size,nationality,3.0599833333333333,11,0.54,mexicano,pl&aacute;tano,enorme,masculine,food,101
quality,texture,3.0599833333333333,12,0.6,suave,pl&aacute;tano,bueno,masculine,food,101
size,age,3.0599833333333333,13,0.38,nuevo,televisi&oacute;n ,enorme,feminine,furniture,101
color,size,3.0599833333333333,14,0.64,grande,queso,amarillo,masculine,food,101
color,nationality,3.0599833333333333,15,0.57,americano,queso,amarillo,masculine,food,101
color,quality,3.0599833333333333,16,0.42,bueno,pl&aacute;tano,verde,masculine,food,101
size,quality,3.0599833333333333,17,0.56,malo,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,101
nationality,shape,3.0599833333333333,18,0.4,cuadrado,sof&aacute; ,mexicano,masculine,furniture,101
size,shape,3.0599833333333333,19,0.49,cuadrado,televisi&oacute;n ,enorme,feminine,furniture,101
nationality,color,3.0599833333333333,20,0.83,morado,queso,americano,masculine,food,101
age,color,3.0599833333333333,21,0.11,marr&oacute;n,silla,nuevo,feminine,furniture,101
color,age,3.0599833333333333,22,0.56,nuevo,escritorio,rojo,masculine,furniture,101
color,age,3.0599833333333333,23,0.63,podrido,zanahoria,marr&oacute;n,feminine,food,101
color,quality,3.0599833333333333,24,0.65,malo,zanahoria,rojo,feminine,food,101
shape,color,3.0599833333333333,25,0.49,marr&oacute;n,tomate,cuadrado,masculine,food,101
color,age,3.0599833333333333,26,0.63,fresco,escritorio,marr&oacute;n,masculine,furniture,101
texture,size,3.0599833333333333,27,0.64,corto,manzana,liso,feminine,food,101
color,age,3.0599833333333333,28,0.75,podrido,pl&aacute;tano,verde,masculine,food,101
size,texture,5.787416666666667,3,0,duro,queso,min&uacute;sculo,masculine,food,102
age,texture,5.787416666666667,4,0,liso,televisi&oacute;n ,podrido,feminine,furniture,102
quality,shape,5.787416666666667,5,0,cuadrado,manzana,bueno,feminine,food,102
color,shape,5.787416666666667,6,0,cuadrado,zanahoria,morado,feminine,food,102
nationality,color,5.787416666666667,7,0,verde,pl&aacute;tano,espa&ntilde;ol,masculine,food,102
color,nationality,5.787416666666667,8,0,mexicano,sof&aacute; ,azul,masculine,furniture,102
quality,shape,5.787416666666667,9,0,redondo,escritorio,bueno,masculine,furniture,102
age,texture,5.787416666666667,10,0.01,duro,queso,nuevo,masculine,food,102
